face,demeanor,game,height,lightsaber,type
beard,calm,chutes,68.11,green,Jedi
beard,calm,monopoly,52.45,blue,Jedi
clean,menacing,clue,61.15,green,Jedi
beard,calm,clue,65.4,blue,Jedi
clean,calm,chutes,69.87,red,Sith
beard,calm,chutes,67.13,green,Jedi
clean,calm,monopoly,61.41,red,Sith
beard,calm,monopoly,46.75,blue,Jedi
beard,menacing,monopoly,71.42,red,Sith
beard,calm,clue,64.54,blue,Jedi
clean,menacing,clue,69.69,red,Sith
clean,calm,clue,64.68,red,Sith
clean,calm,monopoly,61.49,red,Sith
clean,calm,clue,42.9,blue,Jedi
beard,calm,chutes,60.13,red,Sith
clean,calm,monopoly,72.87,red,Sith
clean,menacing,chutes,82.38,red,Sith
clean,calm,monopoly,77.51,red,Sith
clean,menacing,monopoly,76.61,blue,Sith
clean,calm,monopoly,74.93,blue,Sith
clean,calm,chutes,64.53,green,Jedi
clean,calm,monopoly,67.04,red,Sith
beard,calm,monopoly,59.53,green,Jedi
clean,calm,clue,69.59,red,Sith
clean,calm,monopoly,59.91,red,Sith
beard,menacing,clue,74.09,blue,Jedi
clean,calm,monopoly,70.17,red,Sith
clean,calm,clue,68.58,blue,Sith
clean,calm,monopoly,69.28,red,Sith
beard,calm,clue,67.68,blue,Jedi
beard,menacing,chutes,60.37,red,Sith
beard,calm,clue,61.5,green,Jedi
beard,calm,monopoly,57.64,blue,Jedi
beard,calm,monopoly,66.31,green,Jedi
beard,calm,clue,57.42,blue,Jedi
clean,calm,clue,75.68,red,Sith
clean,calm,monopoly,58.22,green,Jedi
clean,calm,clue,63.81,red,Sith
clean,menacing,monopoly,74.15,red,Sith
clean,menacing,monopoly,75.89,red,Sith
beard,calm,monopoly,67.94,red,Sith
beard,menacing,chutes,43.26,green,Jedi
clean,menacing,clue,64.81,green,Sith
clean,calm,clue,56.6,red,Sith
beard,calm,clue,43.01,blue,Jedi
beard,menacing,chutes,68.21,green,Jedi
clean,calm,monopoly,72.42,red,Jedi
clean,calm,chutes,67.51,red,Sith
clean,calm,chutes,78.92,red,Sith
beard,calm,monopoly,45.48,blue,Jedi
beard,menacing,clue,65.25,green,Jedi
beard,calm,monopoly,78.61,green,Jedi
beard,calm,monopoly,66.25,blue,Jedi
clean,calm,chutes,72.72,red,Sith
clean,menacing,monopoly,70.9,red,Sith
clean,calm,chutes,70.01,red,Sith
clean,calm,monopoly,56.05,blue,Jedi
clean,menacing,clue,72.11,green,Sith
clean,calm,monopoly,63.62,red,Sith
clean,menacing,chutes,72.21,green,Sith
beard,calm,monopoly,65.87,green,Jedi
clean,menacing,monopoly,66.17,red,Sith
clean,calm,clue,67.4,red,Sith
clean,calm,monopoly,66.7,red,Sith
clean,calm,monopoly,73.43,red,Sith
beard,menacing,monopoly,75.11,red,Sith
clean,menacing,monopoly,75.41,green,Sith
beard,calm,chutes,69.09,blue,Jedi
clean,calm,clue,75.87,red,Sith
beard,calm,monopoly,54.58,blue,Jedi
clean,menacing,clue,64.3,red,Sith
beard,calm,monopoly,72.43,green,Jedi
clean,calm,monopoly,74.6,red,Sith
clean,menacing,monopoly,65.65,red,Sith
clean,menacing,monopoly,75.89,red,Sith
beard,menacing,chutes,61.83,green,Jedi
beard,calm,monopoly,68.77,blue,Jedi
clean,menacing,chutes,75.18,red,Sith
beard,calm,chutes,63.73,red,Jedi
clean,menacing,clue,65.6,red,Sith
beard,menacing,clue,73.72,red,Sith
beard,calm,clue,75.38,blue,Jedi
beard,calm,monopoly,46.85,green,Jedi
clean,calm,chutes,67.39,red,Sith
clean,menacing,clue,70.12,red,Sith
beard,calm,chutes,56.98,blue,Jedi
clean,calm,monopoly,70.31,red,Sith
beard,calm,chutes,75.87,green,Jedi
clean,menacing,monopoly,58.3,red,Sith
beard,calm,monopoly,56.59,green,Jedi
beard,calm,monopoly,67.24,blue,Jedi
clean,menacing,chutes,84.8,green,Jedi
clean,menacing,chutes,75.09,red,Sith
beard,calm,clue,59.25,blue,Jedi
clean,calm,clue,78.06,green,Jedi
beard,menacing,monopoly,77.7,red,Sith
clean,calm,monopoly,71.21,red,Sith
beard,menacing,monopoly,52.19,green,Jedi
clean,calm,chutes,67.82,red,Sith
beard,calm,chutes,49.72,blue,Jedi
clean,menacing,monopoly,67.75,red,Sith
beard,calm,chutes,84.91,blue,Jedi
beard,calm,clue,71.62,green,Jedi
beard,calm,clue,74.11,blue,Jedi
beard,calm,chutes,58.39,green,Jedi
beard,menacing,monopoly,54.64,blue,Jedi
beard,calm,monopoly,90.63,green,Jedi
clean,calm,clue,71.1,red,Sith
clean,calm,chutes,84.22,green,Jedi
clean,calm,clue,64.91,green,Sith
clean,menacing,monopoly,71.83,blue,Sith
clean,menacing,monopoly,74.77,red,Sith
clean,calm,monopoly,66.28,red,Sith
clean,calm,monopoly,75.03,red,Sith
clean,calm,monopoly,63.54,red,Sith
beard,calm,monopoly,51.3,green,Jedi
beard,menacing,monopoly,62.9,red,Sith
clean,calm,monopoly,60.8,green,Jedi
clean,menacing,chutes,71.9,red,Sith
beard,calm,clue,85.9,green,Jedi
clean,calm,monopoly,73.58,red,Sith
beard,calm,chutes,62.33,green,Jedi
clean,menacing,clue,66.64,red,Sith
beard,calm,chutes,87.75,blue,Jedi
beard,calm,monopoly,82.22,blue,Jedi
beard,calm,clue,61.06,blue,Jedi
beard,menacing,clue,66.66,red,Sith
beard,calm,chutes,74.37,green,Jedi
clean,calm,clue,69.78,green,Sith
clean,menacing,monopoly,63.35,red,Sith
beard,calm,monopoly,61.42,blue,Jedi
beard,calm,clue,69.18,green,Sith
clean,calm,clue,72.68,red,Sith
clean,calm,chutes,66.89,red,Sith
clean,menacing,monopoly,71.69,red,Sith
clean,calm,clue,77.69,red,Sith
clean,menacing,clue,74.86,red,Sith
clean,calm,chutes,70.1,red,Sith
clean,calm,chutes,64.98,blue,Sith
clean,calm,monopoly,69.89,red,Sith
clean,calm,clue,71.78,green,Sith
beard,calm,monopoly,75.4,blue,Jedi
beard,calm,chutes,77.24,blue,Jedi
clean,calm,monopoly,59.42,green,Jedi
beard,calm,chutes,71.64,green,Jedi
beard,calm,clue,75.34,red,Sith
beard,menacing,chutes,61.72,red,Sith
clean,menacing,monopoly,67.96,red,Sith
clean,menacing,chutes,69.82,red,Sith
beard,calm,clue,66.28,red,Sith
clean,menacing,clue,62.71,red,Sith
clean,menacing,clue,73.48,red,Sith
clean,calm,monopoly,69.15,red,Sith
beard,calm,clue,70.05,blue,Jedi
beard,calm,monopoly,33.59,blue,Jedi
clean,calm,clue,80.01,red,Sith
clean,calm,clue,55.61,green,Jedi
clean,menacing,clue,69.71,red,Sith
beard,calm,monopoly,56.79,green,Jedi
beard,calm,chutes,68.58,red,Sith
clean,menacing,monopoly,71.22,red,Sith
beard,calm,chutes,56.42,green,Jedi
beard,menacing,chutes,54.55,blue,Jedi
beard,calm,clue,71.6,green,Jedi
clean,menacing,monopoly,74.79,red,Sith
beard,calm,chutes,58.85,blue,Jedi
beard,menacing,clue,54.22,blue,Jedi
clean,menacing,monopoly,65.68,blue,Sith
beard,menacing,monopoly,67.93,red,Sith
clean,calm,monopoly,69.15,red,Sith
clean,menacing,clue,66.81,blue,Sith
clean,menacing,clue,63.25,red,Sith
clean,calm,monopoly,79.49,blue,Sith
clean,menacing,monopoly,67.25,blue,Sith
beard,calm,clue,72.79,blue,Jedi
clean,calm,monopoly,82.26,red,Sith
clean,menacing,monopoly,65.08,red,Sith
clean,menacing,chutes,65.31,red,Sith
clean,calm,monopoly,63.03,red,Sith
clean,calm,monopoly,67.71,red,Sith
clean,calm,chutes,71.1,green,Jedi
clean,calm,monopoly,64.21,green,Jedi
clean,menacing,monopoly,77.3,green,Sith
clean,calm,chutes,57.88,blue,Jedi
clean,menacing,chutes,81.17,green,Sith
beard,calm,chutes,65.86,green,Jedi
clean,menacing,monopoly,69.33,red,Sith
beard,calm,clue,97.33,green,Jedi
clean,menacing,chutes,72.23,red,Sith
beard,calm,clue,63.83,green,Jedi
clean,calm,monopoly,66.46,red,Sith
clean,calm,monopoly,69.61,red,Sith
clean,calm,monopoly,68.93,blue,Jedi
clean,menacing,monopoly,69.55,red,Sith
clean,calm,clue,73.65,red,Sith
clean,menacing,clue,75.2,red,Sith
clean,calm,chutes,73.06,red,Sith
beard,calm,monopoly,73.79,blue,Jedi
clean,menacing,monopoly,61.91,red,Sith
clean,calm,clue,67.62,blue,Sith
clean,menacing,chutes,62.29,red,Sith
clean,menacing,chutes,73.01,red,Sith
beard,calm,chutes,75.67,blue,Jedi
beard,calm,chutes,75.08,green,Jedi
clean,menacing,clue,66.22,red,Sith
clean,menacing,chutes,67.92,red,Sith
clean,menacing,clue,74.52,red,Sith
clean,calm,clue,63.73,red,Sith
clean,calm,chutes,75.54,red,Sith
beard,menacing,monopoly,68.82,blue,Sith
clean,calm,monopoly,74.38,red,Sith
beard,calm,clue,76.87,blue,Jedi
clean,menacing,clue,70.03,red,Sith
clean,calm,monopoly,81.23,red,Sith
beard,calm,clue,81.33,green,Jedi
clean,calm,monopoly,75.64,red,Sith
beard,calm,monopoly,55.74,blue,Jedi
clean,calm,monopoly,58.91,blue,Sith
clean,menacing,chutes,72.34,red,Sith
clean,calm,chutes,66.02,red,Sith
beard,calm,clue,75.53,green,Jedi
beard,calm,monopoly,76.44,green,Jedi
clean,calm,chutes,63.18,blue,Jedi
clean,menacing,monopoly,64.22,red,Sith
beard,calm,clue,55.28,blue,Jedi
clean,menacing,chutes,81.95,red,Sith
clean,calm,chutes,73.29,red,Sith
clean,calm,chutes,65.24,green,Sith
beard,calm,chutes,54.6,red,Jedi
beard,calm,monopoly,85.37,blue,Jedi
clean,calm,clue,59.24,red,Sith
clean,menacing,clue,70.58,red,Sith
clean,menacing,monopoly,75.47,red,Sith
beard,menacing,monopoly,58.78,red,Sith
clean,menacing,monopoly,75.19,blue,Sith
beard,calm,chutes,57.49,blue,Jedi
beard,calm,clue,75.17,green,Jedi
clean,menacing,monopoly,77.8,red,Sith
clean,menacing,clue,63.89,red,Sith
beard,menacing,chutes,70.18,red,Sith
beard,calm,chutes,72.65,green,Jedi
clean,calm,monopoly,80.14,red,Sith
clean,calm,clue,80.75,red,Sith
clean,menacing,monopoly,73.31,red,Sith
beard,menacing,monopoly,70.89,red,Sith
beard,calm,clue,60.23,blue,Jedi
beard,calm,clue,71.73,blue,Jedi
clean,menacing,clue,73.51,red,Sith
beard,menacing,monopoly,57.35,blue,Jedi
clean,calm,chutes,77.74,green,Jedi
clean,menacing,chutes,77.24,red,Sith
clean,menacing,clue,70.86,red,Sith
clean,menacing,clue,68.86,red,Sith
clean,menacing,monopoly,66.01,blue,Sith
clean,calm,clue,68.32,red,Sith
clean,calm,clue,68.61,red,Sith
clean,menacing,clue,77.92,red,Sith
clean,calm,monopoly,66.73,red,Sith
clean,calm,chutes,74.06,red,Sith
beard,calm,monopoly,74.2,blue,Jedi
clean,menacing,monopoly,79.64,red,Sith
clean,calm,chutes,69.47,blue,Sith
clean,calm,monopoly,85.56,blue,Jedi
clean,menacing,monopoly,67.97,red,Sith
clean,menacing,chutes,61.52,red,Sith
beard,calm,chutes,70.72,red,Sith
beard,calm,monopoly,52.54,red,Jedi
clean,calm,chutes,71.36,red,Sith
beard,calm,chutes,62.33,blue,Jedi
beard,calm,chutes,73.61,blue,Jedi
clean,calm,clue,74.51,red,Sith
beard,calm,monopoly,69.57,blue,Jedi
clean,menacing,monopoly,72.37,blue,Sith
clean,calm,monopoly,71.76,red,Sith
clean,menacing,monopoly,75.47,red,Sith
beard,calm,chutes,74.55,green,Jedi
clean,calm,chutes,74.03,red,Sith
beard,calm,clue,61.97,green,Jedi
clean,calm,chutes,72.85,red,Sith
beard,menacing,monopoly,79.77,green,Jedi
clean,menacing,clue,71.43,green,Sith
beard,calm,monopoly,66.21,blue,Jedi
beard,calm,monopoly,66.81,blue,Jedi
clean,menacing,chutes,60.24,red,Sith
clean,calm,monopoly,69.25,blue,Sith
beard,calm,chutes,66.61,green,Jedi
beard,calm,chutes,72.42,blue,Jedi
beard,menacing,chutes,76.12,red,Sith
beard,calm,chutes,70.39,green,Jedi
clean,menacing,clue,75.61,red,Sith
beard,calm,clue,59.14,blue,Jedi
beard,calm,monopoly,71.12,blue,Jedi
clean,calm,monopoly,83.82,blue,Jedi
clean,menacing,clue,66.45,red,Sith
clean,menacing,monopoly,81.37,red,Sith
clean,calm,monopoly,58.03,red,Sith
clean,menacing,monopoly,71.98,red,Sith
beard,calm,chutes,54.33,blue,Jedi
clean,menacing,monopoly,66.76,red,Sith
clean,calm,chutes,73.23,red,Sith
clean,menacing,monopoly,64.85,red,Sith
clean,calm,clue,83.64,blue,Jedi
beard,menacing,clue,65.86,green,Sith
beard,menacing,monopoly,73.67,blue,Jedi
clean,menacing,monopoly,73.01,red,Sith
clean,menacing,clue,62.79,red,Sith
clean,menacing,monopoly,71.9,red,Sith
beard,calm,monopoly,49.11,blue,Jedi
beard,menacing,clue,72.23,blue,Sith
clean,calm,clue,62.34,red,Sith
clean,menacing,chutes,69.0,red,Sith
clean,calm,monopoly,77.23,green,Sith
clean,menacing,chutes,67.86,red,Sith
clean,calm,chutes,78.11,red,Sith
beard,calm,clue,57.0,blue,Jedi
beard,menacing,chutes,74.95,red,Sith
beard,calm,chutes,72.09,blue,Jedi
clean,menacing,monopoly,73.71,red,Sith
beard,calm,monopoly,69.11,blue,Jedi
beard,calm,monopoly,94.26,green,Jedi
beard,calm,clue,70.78,green,Jedi
clean,menacing,monopoly,68.12,blue,Sith
clean,calm,chutes,72.12,red,Sith
beard,calm,clue,55.07,green,Jedi
beard,calm,monopoly,52.68,blue,Jedi
clean,calm,clue,75.37,red,Sith
beard,calm,chutes,74.39,blue,Jedi
beard,calm,monopoly,91.1,green,Jedi
clean,calm,monopoly,69.79,red,Sith
clean,calm,monopoly,69.45,red,Sith
clean,calm,clue,64.54,red,Sith
beard,calm,chutes,71.24,blue,Jedi
beard,calm,monopoly,66.33,green,Jedi
clean,menacing,monopoly,68.65,red,Sith
beard,calm,clue,77.19,red,Sith
beard,calm,chutes,54.79,green,Jedi
beard,calm,clue,62.34,red,Sith
clean,calm,clue,68.2,green,Sith
beard,calm,clue,79.71,red,Sith
beard,menacing,monopoly,76.37,red,Sith
clean,menacing,chutes,70.72,red,Sith
clean,calm,monopoly,60.23,blue,Jedi
beard,calm,clue,80.71,blue,Jedi
beard,calm,chutes,63.57,blue,Jedi
clean,calm,clue,70.23,red,Sith
beard,calm,clue,64.53,blue,Jedi
clean,calm,monopoly,76.45,red,Sith
beard,calm,monopoly,61.51,blue,Jedi
clean,calm,monopoly,76.66,red,Sith
beard,calm,monopoly,98.8,red,Jedi
clean,calm,clue,69.53,blue,Jedi
beard,calm,chutes,78.95,green,Jedi
beard,calm,monopoly,55.67,blue,Jedi
clean,menacing,clue,75.15,blue,Sith
clean,calm,monopoly,65.12,red,Sith
clean,menacing,chutes,74.74,red,Sith
beard,calm,chutes,60.12,green,Jedi
clean,menacing,monopoly,61.16,red,Sith
clean,calm,clue,72.34,blue,Sith
beard,calm,chutes,70.0,blue,Jedi
beard,menacing,clue,61.64,blue,Jedi
clean,menacing,monopoly,79.97,red,Sith
clean,menacing,chutes,64.29,red,Sith
clean,menacing,chutes,65.35,red,Sith
clean,calm,clue,66.01,green,Sith
clean,menacing,chutes,75.75,red,Sith
beard,calm,chutes,77.89,blue,Jedi
clean,menacing,clue,66.8,blue,Sith
beard,calm,monopoly,68.87,green,Jedi
clean,menacing,monopoly,73.71,red,Sith
beard,menacing,monopoly,74.94,red,Jedi
beard,calm,chutes,76.51,green,Jedi
clean,calm,clue,59.56,blue,Jedi
clean,menacing,monopoly,72.51,red,Sith
clean,menacing,monopoly,71.08,red,Sith
beard,calm,monopoly,44.37,green,Jedi
clean,calm,clue,72.45,red,Sith
clean,calm,monopoly,73.12,red,Sith
clean,menacing,clue,72.59,red,Sith
beard,calm,clue,69.15,blue,Jedi
beard,calm,clue,67.37,blue,Sith
clean,calm,chutes,68.9,green,Sith
clean,calm,chutes,72.37,red,Sith
beard,calm,monopoly,69.33,blue,Jedi
clean,menacing,chutes,69.47,red,Sith
clean,menacing,clue,68.16,red,Sith
beard,calm,monopoly,75.74,blue,Jedi
clean,calm,chutes,63.63,green,Sith
clean,calm,chutes,65.92,green,Jedi
clean,calm,chutes,75.18,blue,Sith
clean,calm,clue,62.43,green,Jedi
clean,menacing,monopoly,70.36,red,Sith
beard,calm,monopoly,58.37,blue,Jedi
clean,calm,monopoly,70.73,red,Sith
clean,calm,monopoly,76.54,red,Sith
clean,menacing,monopoly,69.44,red,Sith
clean,calm,chutes,73.03,red,Sith
clean,menacing,monopoly,64.97,red,Sith
clean,calm,chutes,75.87,red,Sith
clean,menacing,chutes,64.07,red,Sith
clean,calm,monopoly,80.58,blue,Jedi
clean,calm,chutes,63.61,red,Sith
clean,menacing,chutes,51.89,red,Sith
beard,calm,clue,66.21,blue,Jedi
clean,menacing,monopoly,72.1,red,Sith
beard,calm,monopoly,87.29,blue,Jedi
beard,calm,clue,62.14,green,Jedi
clean,calm,clue,69.88,red,Sith
beard,calm,monopoly,46.52,green,Jedi
beard,calm,monopoly,58.32,green,Jedi
clean,calm,monopoly,76.81,red,Sith
clean,calm,chutes,74.22,green,Sith
clean,calm,monopoly,76.58,red,Sith
clean,calm,monopoly,30.82,blue,Jedi
clean,menacing,chutes,68.23,red,Sith
beard,calm,chutes,74.73,green,Jedi
clean,calm,clue,76.16,red,Sith
clean,calm,clue,71.43,red,Sith
clean,calm,monopoly,72.43,blue,Sith
beard,calm,chutes,62.56,green,Jedi
clean,menacing,clue,69.53,red,Sith
beard,calm,clue,36.51,blue,Jedi
beard,calm,chutes,88.51,green,Jedi
clean,calm,monopoly,63.52,green,Sith
clean,menacing,clue,66.59,red,Sith
beard,calm,monopoly,48.33,green,Jedi
clean,menacing,monopoly,78.93,red,Sith
beard,calm,monopoly,73.7,red,Sith
clean,calm,monopoly,70.95,red,Sith
beard,calm,clue,63.1,blue,Jedi
clean,menacing,clue,63.61,red,Sith
clean,calm,monopoly,73.94,red,Sith
clean,menacing,clue,63.79,red,Sith
clean,calm,chutes,49.11,blue,Jedi
clean,menacing,clue,77.69,red,Sith
clean,calm,clue,70.43,red,Sith
beard,calm,monopoly,58.76,blue,Jedi
beard,calm,clue,99.21,blue,Jedi
clean,calm,chutes,48.62,blue,Jedi
clean,calm,chutes,67.56,red,Sith
clean,calm,clue,76.53,green,Jedi
beard,calm,monopoly,59.72,blue,Jedi
clean,menacing,clue,71.84,red,Sith
clean,menacing,monopoly,67.8,red,Sith
clean,menacing,chutes,70.16,red,Sith
clean,menacing,monopoly,66.55,red,Sith
clean,calm,clue,76.43,green,Jedi
clean,menacing,chutes,75.01,red,Sith
beard,calm,clue,67.82,blue,Jedi
beard,calm,chutes,51.59,green,Jedi
clean,calm,monopoly,74.5,red,Sith
clean,menacing,clue,74.71,red,Sith
beard,calm,clue,62.16,green,Jedi
clean,menacing,clue,69.07,red,Sith
clean,menacing,clue,73.25,red,Sith
beard,calm,chutes,71.91,green,Jedi
beard,calm,monopoly,71.75,blue,Jedi
clean,menacing,monopoly,69.53,red,Sith
beard,calm,clue,52.55,green,Jedi
clean,menacing,clue,64.31,red,Sith
beard,calm,chutes,50.94,blue,Jedi
clean,calm,clue,68.99,blue,Jedi
clean,menacing,monopoly,66.24,red,Sith
beard,calm,clue,63.04,blue,Jedi
clean,calm,monopoly,74.46,red,Sith
beard,calm,monopoly,74.1,green,Jedi
clean,menacing,chutes,74.06,blue,Sith
beard,calm,clue,66.53,green,Jedi
beard,menacing,chutes,72.27,red,Sith
clean,calm,monopoly,62.83,green,Jedi
clean,calm,chutes,70.0,blue,Jedi
beard,calm,monopoly,53.76,blue,Jedi
beard,calm,chutes,83.68,green,Jedi
beard,calm,chutes,67.73,green,Jedi
beard,calm,chutes,68.15,blue,Jedi
clean,calm,clue,67.87,red,Sith
beard,calm,chutes,53.84,green,Jedi
clean,menacing,monopoly,69.64,red,Sith
beard,calm,chutes,73.75,blue,Jedi
clean,menacing,clue,69.82,red,Sith
clean,calm,monopoly,68.33,red,Sith
beard,menacing,monopoly,62.37,green,Jedi
beard,calm,chutes,69.53,green,Jedi
beard,calm,clue,93.21,green,Jedi
beard,calm,monopoly,81.04,green,Jedi
beard,calm,clue,92.51,green,Jedi
beard,calm,clue,71.14,green,Jedi
clean,menacing,monopoly,73.97,red,Sith
beard,calm,monopoly,53.81,green,Jedi
beard,calm,chutes,78.77,green,Jedi
clean,menacing,clue,69.86,red,Sith
clean,calm,monopoly,71.79,red,Sith
clean,menacing,chutes,71.83,red,Sith
beard,calm,chutes,67.84,red,Sith
clean,calm,monopoly,75.97,red,Sith
clean,calm,clue,70.77,red,Sith
beard,menacing,clue,62.23,red,Sith
clean,menacing,clue,62.52,red,Sith
beard,calm,clue,54.15,green,Jedi
beard,calm,clue,70.01,blue,Jedi
clean,calm,monopoly,78.36,red,Sith
clean,menacing,monopoly,76.44,red,Sith
beard,calm,monopoly,57.2,green,Jedi
clean,calm,chutes,77.34,red,Sith
clean,calm,chutes,70.52,red,Sith
clean,calm,chutes,73.82,green,Jedi
clean,calm,monopoly,61.77,red,Sith
clean,menacing,monopoly,61.69,red,Sith
beard,menacing,clue,67.44,red,Sith
beard,calm,chutes,42.6,blue,Jedi
beard,calm,monopoly,67.51,red,Sith
beard,calm,chutes,58.95,green,Jedi
beard,calm,monopoly,68.55,blue,Jedi
beard,calm,chutes,46.91,green,Jedi
clean,menacing,chutes,67.97,blue,Sith
beard,menacing,chutes,60.37,green,Jedi
clean,menacing,clue,68.77,red,Sith
beard,calm,chutes,70.69,green,Sith
beard,calm,monopoly,72.67,red,Jedi
beard,calm,chutes,65.18,blue,Jedi
clean,calm,chutes,76.51,blue,Jedi
clean,calm,clue,70.28,blue,Sith
beard,calm,chutes,70.02,green,Jedi
clean,menacing,monopoly,75.05,red,Sith
clean,menacing,chutes,76.08,red,Sith
beard,calm,monopoly,61.28,blue,Jedi
beard,calm,monopoly,62.95,blue,Jedi
beard,menacing,clue,72.73,red,Sith
beard,calm,clue,67.22,green,Jedi
clean,calm,chutes,64.45,red,Sith
clean,menacing,monopoly,63.83,red,Sith
clean,calm,clue,63.23,blue,Sith
clean,menacing,clue,72.64,red,Sith
clean,calm,monopoly,67.83,red,Sith
beard,menacing,chutes,78.03,red,Sith
beard,calm,chutes,65.25,green,Jedi
beard,calm,chutes,78.4,red,Sith
clean,menacing,monopoly,71.8,blue,Sith
clean,menacing,clue,79.13,red,Sith
clean,calm,clue,76.64,red,Sith
beard,menacing,chutes,73.57,green,Jedi
beard,calm,monopoly,44.15,green,Jedi
clean,menacing,chutes,64.53,red,Sith
clean,menacing,clue,75.2,red,Sith
beard,calm,monopoly,72.93,blue,Jedi
clean,menacing,clue,67.22,red,Sith
clean,calm,chutes,65.63,red,Sith
clean,menacing,monopoly,67.43,red,Sith
clean,calm,chutes,78.33,red,Sith
clean,menacing,chutes,74.02,blue,Sith
beard,calm,clue,77.49,green,Jedi
clean,calm,chutes,69.98,red,Sith
clean,calm,clue,69.61,red,Sith
clean,calm,clue,69.91,red,Sith
beard,calm,chutes,58.39,blue,Jedi
clean,calm,monopoly,76.37,red,Sith
clean,calm,clue,64.38,green,Jedi
clean,calm,monopoly,67.2,red,Sith
clean,calm,monopoly,67.36,red,Sith
clean,menacing,monopoly,66.06,red,Sith
beard,calm,chutes,67.11,blue,Jedi
clean,menacing,clue,65.84,red,Sith
clean,menacing,chutes,67.22,red,Sith
beard,calm,monopoly,82.88,blue,Jedi
beard,calm,monopoly,49.15,green,Jedi
clean,menacing,clue,72.33,red,Sith
clean,calm,chutes,71.0,red,Sith
clean,calm,clue,69.38,red,Sith
clean,calm,clue,66.55,red,Sith
beard,calm,chutes,83.14,green,Jedi
clean,calm,monopoly,66.99,red,Sith
beard,calm,chutes,63.41,blue,Jedi
clean,calm,clue,67.48,red,Sith
clean,calm,monopoly,59.32,blue,Jedi
beard,calm,monopoly,52.97,green,Jedi
beard,calm,monopoly,53.32,blue,Jedi
clean,calm,chutes,71.02,blue,Sith
beard,calm,monopoly,74.63,green,Jedi
beard,calm,chutes,34.43,blue,Jedi
clean,menacing,clue,70.8,red,Sith
clean,calm,monopoly,67.94,red,Sith
beard,menacing,monopoly,56.99,green,Jedi
beard,calm,monopoly,62.25,red,Jedi
clean,calm,monopoly,66.01,red,Sith
clean,calm,clue,60.65,green,Sith
clean,calm,chutes,61.87,blue,Jedi
clean,menacing,chutes,66.17,red,Sith
clean,menacing,chutes,73.89,red,Sith
beard,calm,monopoly,71.04,green,Jedi
beard,calm,clue,60.94,red,Jedi
beard,calm,monopoly,69.71,green,Jedi
beard,menacing,chutes,71.36,red,Sith
clean,menacing,clue,65.73,red,Sith
clean,calm,chutes,58.86,blue,Jedi
beard,calm,clue,77.49,blue,Jedi
clean,calm,monopoly,71.18,red,Sith
clean,menacing,clue,66.19,red,Sith
beard,calm,chutes,69.69,blue,Jedi
clean,calm,clue,71.85,blue,Sith
clean,calm,chutes,70.0,red,Sith
beard,calm,monopoly,91.39,green,Jedi
clean,calm,clue,72.73,blue,Sith
clean,calm,monopoly,69.33,blue,Sith
clean,calm,monopoly,69.33,red,Sith
beard,calm,monopoly,58.68,blue,Jedi
clean,calm,chutes,73.11,blue,Sith
clean,calm,clue,64.51,red,Sith
clean,calm,chutes,67.34,green,Sith
clean,calm,monopoly,69.85,red,Sith
clean,calm,monopoly,65.45,blue,Sith
clean,calm,monopoly,53.24,blue,Jedi
clean,calm,chutes,68.45,blue,Sith
beard,calm,monopoly,65.42,green,Jedi
clean,menacing,monopoly,71.7,blue,Sith
clean,calm,monopoly,64.04,blue,Jedi
beard,calm,clue,67.79,blue,Jedi
clean,calm,monopoly,69.38,red,Sith
clean,calm,chutes,86.38,blue,Jedi
clean,calm,chutes,62.64,red,Sith
clean,calm,clue,70.95,red,Sith
beard,calm,chutes,61.71,green,Jedi
beard,calm,monopoly,79.87,blue,Jedi
clean,calm,clue,68.27,red,Sith
beard,calm,monopoly,38.73,blue,Jedi
beard,calm,monopoly,59.4,green,Jedi
clean,calm,monopoly,79.9,red,Sith
clean,menacing,clue,64.5,red,Sith
clean,menacing,monopoly,74.92,red,Sith
beard,calm,monopoly,57.6,blue,Jedi
clean,calm,chutes,64.22,red,Sith
clean,calm,monopoly,71.23,red,Sith
beard,calm,chutes,91.12,blue,Jedi
beard,calm,clue,62.05,green,Jedi
clean,menacing,chutes,71.32,red,Sith
clean,calm,chutes,73.32,red,Sith
clean,menacing,monopoly,69.98,red,Sith
clean,calm,chutes,69.45,red,Sith
clean,menacing,monopoly,63.78,blue,Sith
beard,calm,clue,66.09,blue,Jedi
clean,menacing,chutes,71.27,red,Sith
beard,calm,chutes,67.0,green,Jedi
beard,calm,monopoly,64.22,blue,Jedi
beard,calm,monopoly,66.72,green,Jedi
clean,calm,monopoly,76.19,red,Sith
clean,menacing,clue,75.5,green,Jedi
beard,calm,chutes,66.26,green,Jedi
clean,menacing,monopoly,72.78,red,Sith
clean,calm,monopoly,73.52,red,Sith
clean,menacing,clue,71.98,red,Sith
beard,calm,clue,77.27,blue,Jedi
beard,calm,clue,62.55,blue,Jedi
clean,menacing,monopoly,63.65,red,Sith
beard,calm,clue,58.36,blue,Jedi
clean,menacing,chutes,66.68,red,Sith
beard,calm,chutes,56.28,blue,Jedi
clean,menacing,monopoly,70.45,red,Sith
clean,calm,monopoly,82.87,red,Sith
beard,calm,chutes,65.52,blue,Jedi
clean,calm,chutes,77.94,red,Sith
beard,calm,chutes,61.36,red,Sith
clean,menacing,chutes,62.35,blue,Sith
